trial,state,auc,score_metric,replicate_label,sampler_seed,certainty,effectiveness,final_selfish_ratio,normalized_selfish_auc,peak_selfish_ratio,final_window_selfish_mean,n_rows,n_iter,mean_n_steps,min_n_steps,max_n_steps,mean_t_max,min_t_max,max_t_max,score_failed,trial_elapsed_sec,simulation_elapsed_sec,score_elapsed_sec,network,method,rep,run_dir,best_so_far,certainty_bin,effectiveness_bin,certainty_mid,effectiveness_mid
76,TrialState.COMPLETE,0.0062430926312593,auc,optseed3,6202,0.9310274291991782,0.9452064889158668,1.6865776528460998e-05,0.0062430926312593,0.0303232607167955,9.510423986882172e-05,1505,100,15.05,10,28,14.05,9,27,False,22.53219951095525,22.458395485999063,0.0191282109590247,Wiki-vote,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/cmaes_optseed3,0.0062131986428378,"(0.9, 0.95]","(0.9, 0.95]",0.925,0.925
3,TrialState.COMPLETE,0.0062436125033802,auc,optseed2,5203,0.7332897435613703,0.9537040362335032,1.4054813773717496e-05,0.0062436125033802,0.0302670414617006,0.0001044741157179,1476,100,14.76,9,27,13.76,8,26,False,22.113977315020747,22.058930637082085,0.0118393570883199,Wiki-vote,RANDOM,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/random_optseed2,0.0062436125033802,"(0.7, 0.75]","(0.95, 1.0]",0.725,0.975
52,TrialState.COMPLETE,0.0062439467484667,auc,optseed3,6201,0.7521404532780138,0.948213943008974,1.6865776528460998e-05,0.0062439467484667,0.0303246661981728,0.000103537128133,1464,100,14.64,10,26,13.64,9,25,False,22.15843870001845,21.374367914977483,0.0119461980648338,Wiki-vote,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_wiki_vote/optimize_runs_auc_20260618/gpr_optseed3,0.0062439467484667,"(0.75, 0.8]","(0.9, 0.95]",0.775,0.925
76,TrialState.COMPLETE,0.0158747002150295,auc,optseed3,6201,0.8665894392594478,0.9800033301469776,5.199306759098786e-05,0.0158747002150295,0.0683510769992572,0.0003152595526945,1681,100,16.81,10,33,15.81,9,32,False,37.797829623916186,36.75740727793891,0.0123670030152425,Facebook,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed3,0.0158747002150295,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
97,TrialState.COMPLETE,0.0158832618535734,auc,optseed1,4201,0.8389744476379342,0.9810324059741476,5.69447883139391e-05,0.0158832618535734,0.0683510769992572,0.0003226871337789,1688,100,16.88,10,34,15.88,9,33,False,37.519889052957296,36.96915595198516,0.0119902490405365,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0158832618535734,"(0.8, 0.85]","(0.95, 1.0]",0.825,0.975
65,TrialState.COMPLETE,0.0158835493113189,auc,optseed2,5201,0.913448123651761,0.979802502819179,5.69447883139391e-05,0.0158835493113189,0.0683510769992572,0.0003251629941404,1682,100,16.82,10,33,15.82,9,32,False,35.721817458979785,35.22885336703621,0.0117824360495433,Facebook,GPR,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed2,0.0158835493113189,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
94,TrialState.COMPLETE,0.0158948275087146,auc,optseed2,5201,0.87400968905528,0.9800590093999588,5.446892795246348e-05,0.0158948275087146,0.0683510769992572,0.0003218618469918,1680,100,16.8,10,33,15.8,9,32,False,37.81411133299116,37.15743429400027,0.0160622160183265,Facebook,GPR,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed2,0.0158835493113189,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
69,TrialState.COMPLETE,0.0159002183091391,auc,optseed2,5201,0.8908454342739407,0.9806892327180134,5.69447883139391e-05,0.0159002183091391,0.0683510769992572,0.0003160848394817,1686,100,16.86,10,33,15.86,9,32,False,37.21422330196947,36.47532296006102,0.0124117541126906,Facebook,GPR,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed2,0.0158835493113189,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
74,TrialState.COMPLETE,0.0159010753343969,auc,optseed3,6201,0.8803745272304031,0.9800882016225584,5.446892795246348e-05,0.0159010753343969,0.0683510769992572,0.0003094825451844,1679,100,16.79,10,33,15.79,9,32,False,37.508426300948486,36.75336361199152,0.0118540469557046,Facebook,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed3,0.0159010753343969,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
86,TrialState.COMPLETE,0.015908153691074,auc,optseed1,4202,0.8746874477976772,0.97982193318202,5.446892795246348e-05,0.015908153691074,0.0683510769992572,0.0003350664355863,1678,100,16.78,10,33,15.78,9,32,False,37.144106088904664,37.07694234105293,0.017772105988115,Facebook,CMAES,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/cmaes_optseed1,0.015908153691074,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
71,TrialState.COMPLETE,0.0159241662848581,auc,optseed3,6201,0.8677771390643194,0.9810781243831184,6.189650903689032e-05,0.0159241662848581,0.0683510769992572,0.0003268135677147,1683,100,16.83,10,33,15.83,9,32,False,37.346461734035984,36.70780420396477,0.0124733749544247,Facebook,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed3,0.0159241662848581,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
51,TrialState.COMPLETE,0.0159261380625246,auc,optseed1,4203,0.631104415406682,0.9756368819026088,5.446892795246349e-05,0.0159261380625246,0.0683263183956424,0.0003410497647932,1679,100,16.79,10,32,15.79,9,31,False,34.74538813496474,34.69381441792939,0.0119342679390683,Facebook,RANDOM,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/random_optseed1,0.0159261380625246,"(0.6, 0.65]","(0.95, 1.0]",0.625,0.975
79,TrialState.COMPLETE,0.015932046846636,auc,optseed3,6201,0.8600655821993447,0.9798631039712812,5.199306759098786e-05,0.015932046846636,0.0683510769992572,0.0003210365602046,1675,100,16.75,10,33,15.75,9,32,False,37.02668207895477,36.29648122796789,0.0119452980579808,Facebook,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed3,0.0158747002150295,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
93,TrialState.COMPLETE,0.0159336128504489,auc,optseed1,4201,0.8644972956529281,0.9811032709472804,6.437236939836593e-05,0.0159336128504489,0.0683510769992572,0.000328464141289,1680,100,16.8,10,33,15.8,9,32,False,37.58077129803132,36.880113349994645,0.0122030510101467,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0159336128504489,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
95,TrialState.COMPLETE,0.0159379660357309,auc,optseed1,4201,0.8772749032529048,0.981155138901398,5.199306759098786e-05,0.0159379660357309,0.0683510769992572,0.0003086572583972,1682,100,16.82,10,33,15.82,9,32,False,37.69116877799388,36.960220508044586,0.0120293400250375,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0159336128504489,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
80,TrialState.COMPLETE,0.0159391535572893,auc,optseed3,6201,0.8588607303430915,0.9802321272505644,5.199306759098786e-05,0.0159391535572893,0.0683510769992572,0.0003185606998431,1674,100,16.74,10,33,15.74,9,32,False,37.12213219399564,36.37046778493095,0.0118991780327633,Facebook,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed3,0.0158747002150295,"(0.85, 0.9]","(0.95, 1.0]",0.875,0.975
56,TrialState.COMPLETE,0.0159437296111147,auc,optseed3,6204,0.5876116589372055,0.9756942779752106,4.7041346868036646e-05,0.0159437296111147,0.0683263183956424,0.0003173227696624,1677,100,16.77,10,32,15.77,9,31,False,35.15681667299941,35.084489754983224,0.0124490939779207,Facebook,GA,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/ga_optseed3,0.0159437296111147,"(0.55, 0.6]","(0.95, 1.0]",0.575,0.975
90,TrialState.COMPLETE,0.0159445163168619,auc,optseed1,4201,1.0,0.9811344197816044,4.7041346868036646e-05,0.0159445163168619,0.0683510769992572,0.0003433193034579,1683,100,16.83,10,35,15.83,9,34,False,37.30789018596988,36.739550331025384,0.0119277090998366,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0159445163168619,"(0.95, 1.0]","(0.95, 1.0]",0.975,0.975
62,TrialState.COMPLETE,0.0159480002769475,auc,optseed1,4201,0.5644152288018289,0.9808483630587496,4.7041346868036646e-05,0.0159480002769475,0.0683486011388957,0.0003086572583972,1675,100,16.75,10,32,15.75,9,31,False,36.89298223890364,36.1091178660281,0.012341063003987,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0159480002769475,"(0.55, 0.6]","(0.95, 1.0]",0.575,0.975
55,TrialState.COMPLETE,0.0159562770103009,auc,optseed2,5201,0.7800727972247581,0.9132455562577564,6.437236939836594e-05,0.0159562770103009,0.0686333250804654,0.0003249566724436,1684,100,16.84,10,31,15.84,9,30,False,34.78822237101849,34.05921745405067,0.0119908790802583,Facebook,GPR,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed2,0.0159562770103009,"(0.75, 0.8]","(0.9, 0.95]",0.775,0.925
91,TrialState.COMPLETE,0.0159579578463878,auc,optseed1,4201,0.9855884812009634,0.9808683780967532,4.7041346868036646e-05,0.0159579578463878,0.0683510769992572,0.0003367170091606,1669,100,16.69,10,35,15.69,9,34,False,37.92756405705586,37.32806176994927,0.012100810999982,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0159445163168619,"(0.95, 1.0]","(0.95, 1.0]",0.975,0.975
94,TrialState.COMPLETE,0.015959546434669,auc,optseed1,4201,0.8290325116350916,0.981826832744503,4.9517207229512264e-05,0.015959546434669,0.0683510769992572,0.0003094825451844,1676,100,16.76,10,33,15.76,9,32,False,37.941825181944296,37.230737422942184,0.0125429459149017,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0159336128504489,"(0.8, 0.85]","(0.95, 1.0]",0.825,0.975
76,TrialState.COMPLETE,0.0159621261133941,auc,optseed2,5202,0.7244932174032341,0.9140065017371292,4.951720722951226e-05,0.0159621261133941,0.0686308492201039,0.000312783692333,1675,100,16.75,10,29,15.75,9,28,False,37.24239488795865,37.17825155495666,0.011786465998739,Facebook,CMAES,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/cmaes_optseed2,0.0159621261133941,"(0.7, 0.75]","(0.9, 0.95]",0.725,0.925
97,TrialState.COMPLETE,0.0159667840063949,auc,optseed1,4202,0.9003314356421394,0.9819680545278322,4.456548650656103e-05,0.0159667840063949,0.0683362218370883,0.0003111331187587,1682,100,16.82,10,35,15.82,9,34,False,37.238926467020065,37.17110525199678,0.0119956089183688,Facebook,CMAES,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/cmaes_optseed1,0.015908153691074,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
85,TrialState.COMPLETE,0.015973042152541,auc,optseed1,4201,1.0,0.9802945220336452,4.7041346868036646e-05,0.015973042152541,0.0683510769992572,0.0002690434926136,1669,100,16.69,10,35,15.69,9,34,False,37.53404961805791,36.877148954896256,0.0120876509463414,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0159480002769475,"(0.95, 1.0]","(0.95, 1.0]",0.975,0.975
88,TrialState.COMPLETE,0.0159749189840768,auc,optseed1,4201,0.947168411575043,0.9811197432308398,5.446892795246348e-05,0.0159749189840768,0.0683510769992572,0.0003226871337789,1673,100,16.73,10,35,15.73,9,34,False,37.71676039509475,37.00441408006009,0.0122002610005438,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0159480002769475,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
68,TrialState.COMPLETE,0.0159772136716613,auc,optseed2,5201,1.0,0.9808256309808224,4.456548650656103e-05,0.0159772136716613,0.0683510769992572,0.000286374515144,1673,100,16.73,10,35,15.73,9,34,False,37.756637915968895,36.991009184974246,0.0125243549700826,Facebook,GPR,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed2,0.0158835493113189,"(0.95, 1.0]","(0.95, 1.0]",0.975,0.975
89,TrialState.COMPLETE,0.0159795388995709,auc,optseed1,4201,0.9302679996404852,0.9803183648223456,4.951720722951226e-05,0.0159795388995709,0.0683510769992572,0.0003111331187587,1673,100,16.73,10,33,15.73,9,32,False,38.06461894500535,37.32477199204732,0.0120387900387868,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0159480002769475,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
71,TrialState.COMPLETE,0.0159831761133729,auc,optseed2,5201,0.9045744726169224,0.980912341085834,5.446892795246348e-05,0.0159831761133729,0.0683510769992572,0.000317735413056,1676,100,16.76,10,33,15.76,9,32,False,37.26979087502696,36.390720869996585,0.0118469470180571,Facebook,GPR,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed2,0.0158835493113189,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
67,TrialState.COMPLETE,0.0159923765617561,auc,optseed2,5201,0.9283674200988246,0.9806411110393252,5.69447883139391e-05,0.0159923765617561,0.0683510769992572,0.0003391928695221,1669,100,16.69,10,32,15.69,9,31,False,37.75286651297938,37.002237266045995,0.012127749971114,Facebook,GPR,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed2,0.0158835493113189,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
55,TrialState.COMPLETE,0.0159936134388908,auc,optseed3,6201,0.8933271951422774,0.9126149338051874,5.942064867541471e-05,0.0159936134388908,0.0686432285219113,0.0003350664355863,1683,100,16.83,10,32,15.83,9,31,False,34.58423112798482,33.83967700100038,0.0119798689847812,Facebook,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed3,0.0159936134388908,"(0.85, 0.9]","(0.9, 0.95]",0.875,0.925
9,TrialState.COMPLETE,0.0159965948296757,auc,optseed1,4202,0.818307907436604,0.9823777464726542,4.9517207229512264e-05,0.0159965948296757,0.0683362218370883,0.0003214492035982,1669,100,16.69,10,33,15.69,9,32,False,37.14756742899772,37.08540099905804,0.0119965990306809,Facebook,CMAES,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/cmaes_optseed1,0.0159965948296757,"(0.8, 0.85]","(0.95, 1.0]",0.825,0.975
72,TrialState.COMPLETE,0.0160028062294349,auc,optseed2,5202,0.7178998436139286,0.9131870183138906,5.199306759098787e-05,0.0160028062294349,0.068677890566972,0.0003152595526945,1676,100,16.76,10,29,15.76,9,28,False,33.86986316007096,33.808708672062494,0.0118972579948604,Facebook,CMAES,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/cmaes_optseed2,0.0160028062294349,"(0.7, 0.75]","(0.9, 0.95]",0.725,0.925
45,TrialState.COMPLETE,0.0160098861466234,auc,optseed1,4203,0.5341972538749956,0.975863318944716,4.456548650656103e-05,0.0160098861466234,0.0683263183956424,0.0003272262111083,1661,100,16.61,10,32,15.61,9,31,False,34.93900495802518,34.88254865491763,0.0183173620607703,Facebook,RANDOM,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/random_optseed1,0.0160098861466234,"(0.499, 0.55]","(0.95, 1.0]",0.5245,0.975
64,TrialState.COMPLETE,0.0160136904993107,auc,optseed1,4201,0.5582646425867881,0.9805275320374314,4.951720722951226e-05,0.0160136904993107,0.0683436494181728,0.0003226871337789,1670,100,16.7,10,32,15.7,9,31,False,36.29934968100861,35.457173123024404,0.0119050680659711,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0159480002769475,"(0.55, 0.6]","(0.95, 1.0]",0.575,0.975
84,TrialState.COMPLETE,0.0160142288809263,auc,optseed1,4201,0.5767621192271786,0.981515798173046,4.7041346868036646e-05,0.0160142288809263,0.0683486011388957,0.0003037055376743,1669,100,16.69,10,32,15.69,9,31,False,38.08853511197958,37.070220212917775,0.0150478439172729,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0159480002769475,"(0.55, 0.6]","(0.95, 1.0]",0.575,0.975
91,TrialState.COMPLETE,0.0160210713906548,auc,optseed3,6202,0.7249213778196084,0.9125679562183772,5.446892795246348e-05,0.0160210713906548,0.0686580836840802,0.0003072130065197,1689,100,16.89,10,35,15.89,9,34,False,34.11343665304594,34.03728976007551,0.0189918800024315,Facebook,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/cmaes_optseed3,0.0160210713906548,"(0.7, 0.75]","(0.9, 0.95]",0.725,0.925
76,TrialState.COMPLETE,0.0160212771992519,auc,optseed1,4202,0.786367059323764,0.9132583533832868,5.942064867541471e-05,0.0160212771992519,0.0686333250804654,0.0003150532309977,1666,100,16.66,10,31,15.66,9,30,False,33.98391286202241,33.91303271101788,0.0188015970634296,Facebook,CMAES,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/cmaes_optseed1,0.0159965948296757,"(0.75, 0.8]","(0.9, 0.95]",0.775,0.925
70,TrialState.COMPLETE,0.0160240327252331,auc,optseed2,5201,1.0,0.9822133702475196,4.7041346868036646e-05,0.0160240327252331,0.0683362218370883,0.0003391928695221,1665,100,16.65,10,35,15.65,9,34,False,37.76304650108795,37.22164783801418,0.0118936880026012,Facebook,GPR,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed2,0.0158835493113189,"(0.95, 1.0]","(0.95, 1.0]",0.975,0.975
73,TrialState.COMPLETE,0.0160241127079742,auc,optseed2,5201,1.0,0.9803738317997794,4.7041346868036646e-05,0.0160241127079742,0.0683510769992572,0.0002756457869109,1666,100,16.66,10,35,15.66,9,34,False,37.187311648973264,36.44579548796173,0.0119861389975994,Facebook,GPR,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed2,0.0158835493113189,"(0.95, 1.0]","(0.95, 1.0]",0.975,0.975
53,TrialState.COMPLETE,0.0160255853881343,auc,optseed2,5201,0.7436423455062905,0.91244002448144,5.199306759098788e-05,0.0160255853881343,0.0686580836840802,0.0003565238920524,1687,100,16.87,10,35,15.87,9,34,False,34.94899599405471,34.09643232601229,0.0120475200237706,Facebook,GPR,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed2,0.0160255853881343,"(0.7, 0.75]","(0.9, 0.95]",0.725,0.925
75,TrialState.COMPLETE,0.0160356755518002,auc,optseed1,4202,0.8001982990695677,0.9120460809280196,5.446892795246349e-05,0.0160356755518002,0.0686234216390195,0.0003466204506065,1690,100,16.9,10,35,15.9,9,34,False,34.249648250988685,34.182690965011716,0.0184715540381148,Facebook,CMAES,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/cmaes_optseed1,0.0159965948296757,"(0.8, 0.85]","(0.9, 0.95]",0.825,0.925
84,TrialState.COMPLETE,0.0160432788759538,auc,optseed3,6202,0.7504797867399887,0.9805269024914148,6.437236939836594e-05,0.0160432788759538,0.0683510769992572,0.0003251629941404,1660,100,16.6,10,32,15.6,9,31,False,36.56182604294736,36.486815222888254,0.0194823259953409,Facebook,CMAES,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/cmaes_optseed3,0.0160432788759538,"(0.75, 0.8]","(0.95, 1.0]",0.775,0.975
32,TrialState.COMPLETE,0.016044737136681,auc,optseed3,6201,0.824154022292824,0.91223990420865,5.942064867541471e-05,0.016044737136681,0.0686580836840802,0.0003585871090203,1690,100,16.9,10,35,15.9,9,34,False,35.365138856112026,34.826166111044586,0.0118794080335646,Facebook,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed3,0.016044737136681,"(0.8, 0.85]","(0.9, 0.95]",0.825,0.925
83,TrialState.COMPLETE,0.0160497747830245,auc,optseed3,6201,0.9731969527745012,0.9803896711957524,5.199306759098786e-05,0.0160497747830245,0.0683510769992572,0.0003160848394817,1659,100,16.59,10,35,15.59,9,34,False,37.07205449405592,36.45317149301991,0.0123883640626445,Facebook,GPR,optseed3,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed3,0.0158747002150295,"(0.95, 1.0]","(0.95, 1.0]",0.975,0.975
88,TrialState.COMPLETE,0.0160528072906791,auc,optseed1,4204,0.9431253830044102,0.9814868532480304,4.456548650656103e-05,0.0160528072906791,0.0683510769992572,0.000333415862012,1665,100,16.65,10,35,15.65,9,34,False,37.232124938978814,37.168112837010995,0.0119622889906167,Facebook,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/ga_optseed1,0.0160528072906791,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
12,TrialState.COMPLETE,0.0160528072906791,auc,optseed1,4204,0.9431253830044102,0.9814868532480304,4.456548650656103e-05,0.0160528072906791,0.0683510769992572,0.000333415862012,1665,100,16.65,10,35,15.65,9,34,False,36.31959447497502,36.259256966994144,0.0117036149604246,Facebook,GA,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/ga_optseed1,0.0160528072906791,"(0.9, 0.95]","(0.95, 1.0]",0.925,0.975
98,TrialState.COMPLETE,0.0160568602329976,auc,optseed1,4201,0.8125963053781526,0.9806173418425216,5.69447883139391e-05,0.0160568602329976,0.0683510769992572,0.0003235124205661,1656,100,16.56,10,32,15.56,9,31,False,37.42884162906557,36.79662599298172,0.0119736290071159,Facebook,GPR,optseed1,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed1,0.0158832618535734,"(0.8, 0.85]","(0.95, 1.0]",0.825,0.975
54,TrialState.COMPLETE,0.0160574776592308,auc,optseed2,5201,0.8143945896741591,0.912498126176294,6.437236939836594e-05,0.0160574776592308,0.068677890566972,0.0003649830816208,1681,100,16.81,10,33,15.81,9,32,False,34.866546759032644,34.009013543021865,0.011867296998389,Facebook,GPR,optseed2,/Users/sota/projects/cap-sn/experiments/optimization_facebook/optimize_runs_auc_20260618/gpr_optseed2,0.0160255853881343,"(0.8, 0.85]","(0.9, 0.95]",0.825,0.925
